,experiment,kernel,disk_name,param0,param1,param2,param3,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,param4,param5
46,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,bodytrack,simsmall,1,45.04958486557007,Success,15865267377142.0,17399675043.0,3869224.0,17389307409.0,0.28,738941444875.0,1000000000000.0,4843335631.0,4843335631.0,0.20583,205830395568.0,,
47,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,ft.A.x,32,242220.79899144173,Success,24587326658072.0,159278.0,6658396.0,212492.0,241768.46,16768205.0,1000000000000.0,38508392949.0,51373982607.0,4.054023,4054023240679.0,,
48,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,classic,1,init,925.9575366973877,Success,1726518156597.0,800424.0,3706920.0,1711846.0,920.66,1875310731.0,1000000000000.0,736915928.0,1576023272.0,1.726518,1726518156597.0,,
49,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,classic,2,init,36006.09910488129,timeout,,,,,,,,,,,,,
50,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,MI_example,8,init,36005.89945888519,timeout,,,,,,,,,,,,,
51,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,MI_example,2,init,3023.0218324661255,Success,2230451998318.0,240618.0,5169808.0,513791.0,3017.56,739158651.0,1000000000000.0,726076784.0,1550391995.0,2.230452,2230451998318.0,,
52,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,classic,2,init,956.0526928901672,Success,1739756413422.0,831175.0,3864864.0,1754068.0,952.34,1826813992.0,1000000000000.0,791564633.0,1670477298.0,1.739756,1739756413422.0,,
53,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,MI_example,8,systemd,35.0494544506073,Success,17248460737870.0,288315720.0,3987176.0,288311033.0,14.9,1157319839349.0,1000000000000.0,4296918039.0,4296918039.0,17.248461,17248460737870.0,,
54,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,mg.A.x,32,700.6671652793884,Success,25171862658616.0,3133469711.0,4685144.0,3133405609.0,9.48,109881782234.0,1000000000000.0,29690126113.0,29690126113.0,1.041172,1041171765687.0,,
55,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,MI_example,1,init,10.055291891098022,Success,2321529854626.0,526154939.0,3996352.0,526070153.0,1.41,1642113939849.0,1000000000000.0,743709991.0,743709991.0,2.32153,2321529854626.0,,
56,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,MI_example,2,systemd,10.016596555709839,Unknown failed,,,,,,,,,,,,,
57,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,classic,4,systemd,36007.74101495743,timeout,,,,,,,,,,,,,
58,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,MESI_Two_Level,2,systemd,25.03158950805664,Unknown failed,,,,,,,,,,,,,
59,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,classic,2,init,36008.07809281349,timeout,,,,,,,,,,,,,
60,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,x264,simsmall,1,575.4706883430481,Success,20797853214782.0,6952164.0,4334372.0,7076206.0,535.47,9518760050.0,1000000000000.0,3722641642.0,3789063185.0,5.096967,5096966536729.0,,
61,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,ferret,simsmall,2,50.04925322532654,Success,20031284511154.0,7187977475.0,3893184.0,7186122666.0,0.76,788715990278.0,1000000000000.0,5459953159.0,5459953159.0,0.599296,599296297806.0,,
62,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,classic,8,init,10.016932249069214,Success,4570390914454.0,542565527.0,3622400.0,542542004.0,3.88,1179064868223.0,1000000000000.0,2103035389.0,2103035389.0,4.570391,4570390914454.0,,
63,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,MESI_Two_Level,4,init,12652.91092467308,Success,1702604802888.0,139243.0,4763724.0,306794.0,12617.02,134945032.0,1000000000000.0,1756827957.0,3870827413.0,1.702605,1702604802888.0,,
64,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,MI_example,2,systemd,22194.206008672714,kernel panic,,,,,,,,,,,,,
65,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,classic,8,init,1296.4373519420624,Success,1896914579607.0,828153.0,4396776.0,1695764.0,1284.54,1476727668.0,1000000000000.0,1063794865.0,2178275437.0,1.896915,1896914579607.0,,
66,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MI_example,1,systemd,15.025895118713379,Success,16168593152071.0,290091165.0,3996048.0,290083527.0,9.63,1678860153548.0,1000000000000.0,2793696114.0,2793696114.0,16.168593,16168593152071.0,,
67,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,MESI_Two_Level,2,init,30.06523585319519,kernel panic,,,,,,,,,,,,,
68,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MI_example,8,systemd,40.04690670967102,Success,24003503541262.0,259388141.0,4098992.0,259385616.0,17.72,1354282734284.0,1000000000000.0,4597382562.0,4597382562.0,24.003504,24003503541262.0,,
69,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,MESI_Two_Level,1,init,25.067469835281372,kernel panic,,,,,,,,,,,,,
70,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,classic,8,systemd,25.02785348892212,Success,19222348927483.0,287662731.0,3629736.0,287658793.0,15.19,1265410791655.0,1000000000000.0,4369698803.0,4369698803.0,19.222349,19222348927483.0,,
71,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,canneal,simsmall,2,2086.760731458664,Success,20735223623732.0,2691027.0,4221632.0,2791796.0,2037.05,241335013.0,1000000000000.0,5481758238.0,5687029558.0,0.491612,491611635262.0,,
72,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,MESI_Two_Level,8,init,50.05968689918518,Unknown failed,,,,,,,,,,,,,
73,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,cg.A.x,16,275.2697024345398,Success,22814060348422.0,1867221883.0,4197388.0,1867176078.0,11.24,195525398771.0,1000000000000.0,20982851151.0,20982851151.0,2.197273,2197273229298.0,,
74,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,MI_example,4,systemd,18054.428654193878,Success,8243012327077.0,147895.0,14588480.0,313648.0,18046.07,456776102.0,1000000000000.0,2668920136.0,5660118473.0,8.243012,8243012327077.0,,
75,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MESI_Two_Level,4,systemd,36009.4348256588,timeout,,,,,,,,,,,,,
76,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,classic,1,init,5.038628101348877,Success,2286422448175.0,520305556.0,3399068.0,520226192.0,1.45,1581779566102.0,1000000000000.0,751955693.0,751955693.0,2.286422,2286422448175.0,,
77,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,classic,8,systemd,4434.712466716766,Success,2878501272345.0,703445.0,13078076.0,1450107.0,4423.51,650727879.0,1000000000000.0,3111695531.0,6414562234.0,2.878501,2878501272345.0,,
78,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,MESI_Two_Level,4,systemd,50.044108390808105,Success,15466436518897.0,269206422.0,3919544.0,269200000.0,13.26,1166221194700.0,1000000000000.0,3570120784.0,3570120784.0,15.466437,15466436518897.0,,
79,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,lu.A.x,64,18005.317675113678,timeout,,,,,,,,,,,,,
80,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,classic,2,init,1146.043702840805,Success,1777416073731.0,674894.0,3841804.0,1635112.0,1140.43,1558550442.0,1000000000000.0,769668002.0,1864728558.0,1.777416,1777416073731.0,,
81,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,classic,8,systemd,36006.23533797264,timeout,,,,,,,,,,,,,
82,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,classic,2,systemd,3744.0671062469482,Success,2881344727044.0,731952.0,10857164.0,1539008.0,3739.49,770518455.0,1000000000000.0,2737126156.0,5755101375.0,2.881345,2881344727044.0,,
83,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,MESI_Two_Level,4,init,35.04411029815674,Unknown failed,,,,,,,,,,,,,
84,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,classic,1,init,2061.9548597335815,Success,1792246851774.0,488637.0,3684884.0,1217242.0,2058.02,870861207.0,1000000000000.0,1005622777.0,2505105255.0,1.792247,1792246851774.0,,
85,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,classic,1,systemd,3623.859043598175,Success,3313456018875.0,739644.0,10054356.0,1556203.0,3617.54,915942617.0,1000000000000.0,2675688226.0,5629621462.0,3.313456,3313456018875.0,,
86,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,x264,native,1,525.4748826026917,Success,1928586881316286.0,2915350825.0,5709452.0,2915347217.0,160.19,854601023344.0,1000000000000.0,467022930117.0,467022930117.0,136.902517,136902517110000.0,,
87,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,classic,8,init,36008.52350997925,timeout,,,,,,,,,,,,,
88,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,classic,2,init,961.0589730739594,Success,1724976087543.0,779958.0,3854120.0,1710350.0,953.46,1809172040.0,1000000000000.0,743659740.0,1630753242.0,1.724976,1724976087543.0,,
89,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MI_example,4,systemd,25.02978014945984,Unknown failed,,,,,,,,,,,,,
90,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,MI_example,2,systemd,20.021329879760742,Success,14439642839398.0,260968418.0,3997936.0,260963342.0,11.53,1252462933490.0,1000000000000.0,3008636275.0,3008636275.0,14.439643,14439642839398.0,,
91,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MESI_Two_Level,1,systemd,30.03487539291382,Success,13234747357981.0,300269272.0,3867528.0,300262112.0,8.97,1474875785115.0,1000000000000.0,2694379793.0,2694379793.0,13.234747,13234747357981.0,,
92,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,canneal,simlarge,1,55.04842257499695,Success,25386400348840.0,2829874060.0,3870244.0,2829725911.0,3.88,878374607354.0,1000000000000.0,10988208814.0,10988208814.0,3.410878,3410878129578.0,,
93,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MESI_Two_Level,2,systemd,2237.3060488700867,kernel panic,,,,,,,,,,,,,
94,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,classic,4,init,10.014938116073608,Success,4197532630969.0,454967120.0,3462800.0,454938269.0,3.18,1320361104983.0,1000000000000.0,1446272979.0,1446272979.0,4.197533,4197532630969.0,,
95,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,x264,native,8,470.40511441230774,Success,269486720420437.0,2003862631.0,5845232.0,2003860812.0,233.45,687209631939.0,1000000000000.0,467799491724.0,467799491724.0,160.428485,160428485427498.0,,
96,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,classic,4,systemd,3988.328465461731,Success,3027446874315.0,687765.0,11922652.0,1438707.0,3982.29,760228512.0,1000000000000.0,2738874851.0,5729343250.0,3.027447,3027446874315.0,,
97,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,freqmine,simsmall,1,40.04382133483887,Success,15999801871645.0,5645535214.0,3868964.0,5644485441.0,0.98,857967335423.0,1000000000000.0,5513126818.0,5513126818.0,0.838024,838023869268.0,,
98,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,MI_example,2,init,13863.701999902725,Success,1758212756271.0,135021.0,5197164.0,331810.0,13857.17,126881100.0,1000000000000.0,1871008430.0,4597945765.0,1.758213,1758212756271.0,,
99,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,classic,4,systemd,36007.748473882675,timeout,,,,,,,,,,,,,
100,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,classic,8,systemd,20.0235435962677,Unknown failed,,,,,,,,,,,,,
101,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,MI_example,1,systemd,5.007779121398926,Unknown failed,,,,,,,,,,,,,
102,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,classic,8,init,3047.829622030258,kernel panic,,,,,,,,,,,,,
103,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,MI_example,1,systemd,16402.533487558365,Success,12412249590070.0,162642.0,12086608.0,343980.0,16393.73,757133836.0,1000000000000.0,2666308126.0,5639117899.0,12.41225,12412249590070.0,,
104,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,classic,2,systemd,10.014121055603027,kernel panic,,,,,,,,,,,,,
105,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,MI_example,4,init,15.016881227493286,Success,4347601189858.0,415855614.0,4022120.0,415834876.0,3.46,1257775169187.0,1000000000000.0,1437357496.0,1437357496.0,4.347601,4347601189858.0,,
106,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,MESI_Two_Level,8,init,15435.311547994614,Success,1805236411212.0,125958.0,5009788.0,276389.0,15377.91,117391506.0,1000000000000.0,1936973738.0,4250282314.0,1.805236,1805236411212.0,,
107,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,classic,1,init,5.0091400146484375,Success,3001488941899.0,443684368.0,3394616.0,443637066.0,1.6,1872135986678.0,1000000000000.0,711242406.0,711242406.0,3.001489,3001488941899.0,,
108,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,fluidanimate,simsmall,1,40.03946352005005,Success,16408080847648.0,9392949387.0,3868200.0,9389565808.0,0.54,791886985624.0,1000000000000.0,5032239101.0,5032239101.0,0.424437,424437050754.0,,
109,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,classic,2,init,5.0385963916778564,Success,2699532963802.0,578916591.0,3421544.0,578837257.0,1.64,1648858363041.0,1000000000000.0,947661089.0,947661089.0,2.699533,2699532963802.0,,
110,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,MI_example,1,init,5.011341571807861,Unknown failed,,,,,,,,,,,,,
111,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,classic,4,init,36008.456220149994,timeout,,,,,,,,,,,,,
112,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,MI_example,2,init,11412.513924360275,Success,1758753839646.0,125872.0,5192908.0,295632.0,11402.27,154245876.0,1000000000000.0,1435222728.0,3370880278.0,1.758754,1758753839646.0,,
113,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,facesim,simsmall,1,60.05358099937439,Success,28522134534448.0,5728017951.0,3872552.0,5727774721.0,5.32,872067633751.0,1000000000000.0,30445424062.0,30445424062.0,4.635423,4635422572698.0,,
114,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,classic,1,init,875.8391959667206,Success,1697888094651.0,794491.0,3696180.0,1770685.0,871.45,1948339349.0,1000000000000.0,692361810.0,1543070210.0,1.697888,1697888094651.0,,
115,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,classic,4,systemd,20.028608560562134,Success,15737663973610.0,244358689.0,3448328.0,244354735.0,13.5,1165923963562.0,1000000000000.0,3298294821.0,3298294821.0,15.737664,15737663973610.0,,
116,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,MESI_Two_Level,4,systemd,40.04345202445984,Unknown failed,,,,,,,,,,,,,
117,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,blackscholes,simlarge,1,45.06702375411987,Success,15878321895223.0,7865611512.0,3868196.0,7863633656.0,0.82,809909170736.0,1000000000000.0,6450839944.0,6450839944.0,0.664436,664436241657.0,,
118,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,blackscholes,simlarge,2,55.04769229888916,Success,21014834370094.0,9433074402.0,3892924.0,9429642394.0,0.71,788648811434.0,1000000000000.0,6676171341.0,6676171341.0,0.558394,558393523524.0,,
119,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,MI_example,4,init,3923.488397359848,Success,2273561970859.0,206825.0,5273316.0,499580.0,3908.84,581646783.0,1000000000000.0,808443389.0,1952776614.0,2.273562,2273561970859.0,,
120,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,is.A.x,1,30.03478455543518,Success,15049314414208.0,6994279888.0,3871716.0,6993181177.0,0.99,871427177456.0,1000000000000.0,6938510095.0,6938510095.0,0.864633,864633034467.0,,
121,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,vips,simsmall,8,100.09357619285583,Success,28020856268161.0,318122631.0,4009348.0,318119599.0,29.12,962104743774.0,1000000000000.0,9265073400.0,9265073400.0,28.020856,28020856268161.0,,
122,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,MI_example,8,init,20.026111364364624,Unknown failed,,,,,,,,,,,,,
123,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,classic,2,init,20.0335795879364,Unknown failed,,,,,,,,,,,,,
124,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,classic,8,init,36008.52350926399,timeout,,,,,,,,,,,,,
125,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,bt.A.x,64,18005.186342716217,timeout,,,,,,,,,,,,,
126,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MESI_Two_Level,2,systemd,40.04865598678589,Success,17034773360482.0,263585836.0,3887852.0,263580315.0,11.05,1542030460784.0,1000000000000.0,2911754242.0,2911754242.0,17.034773,17034773360482.0,,
127,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,mg.A.x,8,70.07213640213013,Success,19869765103576.0,18666458015.0,4008216.0,18660278083.0,0.76,552784958393.0,1000000000000.0,14092457628.0,14092457628.0,0.417483,417482506593.0,,
128,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,ft.A.x,1,134141.8199338913,Success,46388211245777.0,216671.0,4540384.0,302112.0,134110.79,235849472.0,1000000000000.0,29057898556.0,40516529787.0,31.629958,31629958057990.0,,
129,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,classic,4,init,1040.893462896347,Success,1794489805908.0,823685.0,4023084.0,1756358.0,1031.79,1739194322.0,1000000000000.0,849873417.0,1812198884.0,1.79449,1794489805908.0,,
130,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MI_example,1,init,10.012584447860718,Success,2951526981205.0,466102030.0,3991700.0,466024805.0,1.53,1925221167474.0,1000000000000.0,714435478.0,714435478.0,2.951527,2951526981205.0,,
131,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,classic,8,systemd,2972.8902468681335,kernel panic,,,,,,,,,,,,,
132,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,vips,native,1,285.26161527633667,Success,237599306878645.0,2976176573.0,6202000.0,2976174858.0,255.66,929338582785.0,1000000000000.0,760903543756.0,760903543756.0,237.599307,237599306878645.0,,
133,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,classic,2,init,36009.51355743408,timeout,,,,,,,,,,,,,
134,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,MESI_Two_Level,1,systemd,13178.184848546982,Success,4634146923292.0,191215.0,10764316.0,404295.0,13152.62,352336389.0,1000000000000.0,2514983955.0,5317539360.0,4.634147,4634146923292.0,,
135,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,mg.A.x,1,30.041866779327393,Success,14826365917210.0,10069500448.0,3870432.0,10068169043.0,1.22,844727167858.0,1000000000000.0,12238211827.0,12238211827.0,1.026813,1026813124035.0,,
136,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,cg.A.x,16,71884.85144710541,Success,22035574777592.0,217062.0,4964360.0,287428.0,71734.22,19456258.0,1000000000000.0,15570779375.0,20618427815.0,1.395679,1395679432825.0,,
137,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,ep.A.x,16,314630.16343283653,Success,24270834036503.0,177768.0,4845580.0,300447.0,314498.65,13267353.0,1000000000000.0,55907925710.0,94490084292.0,4.172565,4172564624968.0,,
138,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,MESI_Two_Level,1,init,2993.031434774399,Success,1928949011443.0,214233.0,4336140.0,489738.0,2970.88,649285694.0,1000000000000.0,636461113.0,1454951910.0,1.928949,1928949011443.0,,
139,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,classic,1,init,3223.144068002701,kernel panic,,,,,,,,,,,,,
140,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MESI_Two_Level,8,systemd,2307.2735793590546,kernel panic,,,,,,,,,,,,,
141,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,classic,4,systemd,36009.09489583969,timeout,,,,,,,,,,,,,
142,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,classic,8,systemd,36008.96838378906,timeout,,,,,,,,,,,,,
143,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,cg.A.x,1,48292.07238864899,Success,27183049751324.0,228287.0,4112356.0,322004.0,48262.2,287529163.0,1000000000000.0,11017631846.0,15540628263.0,13.87679,13876790318335.0,,
144,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,MESI_Two_Level,4,init,3684.0617570877075,Success,2030121607573.0,207023.0,4644448.0,455457.0,3648.0,556502107.0,1000000000000.0,755221688.0,1661510185.0,2.030122,2030121607573.0,,
145,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,MESI_Two_Level,8,systemd,3818.7215502262115,kernel panic,,,,,,,,,,,,,
146,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,MI_example,4,init,3278.4564204216003,Success,2268812937313.0,247560.0,5380244.0,518699.0,3268.37,694173671.0,1000000000000.0,809117628.0,1695298691.0,2.268813,2268812937313.0,,
147,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,MESI_Two_Level,1,init,2307.1687772274017,Success,1785284337592.0,186342.0,4260164.0,564625.0,2287.13,780577275.0,1000000000000.0,426188617.0,1291371906.0,1.785284,1785284337592.0,,
148,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MESI_Two_Level,4,init,35.038066387176514,Success,3976321127905.0,485937141.0,3918816.0,485894078.0,2.64,1507663409931.0,1000000000000.0,1281481220.0,1281481220.0,3.976321,3976321127905.0,,
149,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,x264,simlarge,8,110.11527013778687,Success,25444827561142.0,3111912515.0,4009352.0,3111798938.0,6.22,684041300192.0,1000000000000.0,19352277969.0,19352277969.0,4.254072,4254072375960.0,,
150,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,canneal,simsmall,1,45.0478196144104,Success,16419597551749.0,10076047535.0,3870500.0,10072217156.0,0.52,803212648323.0,1000000000000.0,5227023637.0,5227023637.0,0.416866,416866112271.0,,
151,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,MI_example,1,systemd,36006.81858062744,timeout,,,,,,,,,,,,,
152,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,timing,freqmine,simsmall,2,11259.918247699738,Success,20847760058648.0,515448.0,4205244.0,662869.0,11211.26,200437711.0,1000000000000.0,5778821114.0,7431593043.0,2.247158,2247158341252.0,,
153,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MI_example,2,systemd,20.031930446624756,Success,21420361194004.0,241823448.0,4012440.0,241818906.0,12.46,1718582581950.0,1000000000000.0,3014014384.0,3014014384.0,21.420361,21420361194004.0,,
154,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,MESI_Two_Level,1,init,25.02995252609253,Success,3075479795980.0,263543287.0,3837024.0,263519205.0,2.4,1283265601074.0,1000000000000.0,631539405.0,631539405.0,3.07548,3075479795980.0,,
155,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,classic,2,systemd,3849.020827770233,Success,3075805853262.0,688703.0,10861020.0,1449645.0,3842.13,800546962.0,1000000000000.0,2646086159.0,5569725466.0,3.075806,3075805853262.0,,
156,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,MESI_Two_Level,1,init,13203.600852251053,Success,1586094832152.0,134245.0,4378836.0,336271.0,13182.42,120318902.0,1000000000000.0,1769676960.0,4432860667.0,1.586095,1586094832152.0,,
157,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,MESI_Two_Level,8,init,55.060213804244995,Success,4484258165422.0,529622661.0,3970216.0,529602280.0,3.83,1170459829427.0,1000000000000.0,2028997608.0,2028997608.0,4.484258,4484258165422.0,,
158,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,sp.A.x,16,310.30004501342773,Success,33199964415721.0,3342264434.0,4202508.0,3342252380.0,61.19,219001737628.0,1000000000000.0,204513016729.0,204513016729.0,13.400764,13400763578577.0,,
159,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MESI_Two_Level,8,init,2222.3554787635803,kernel panic,,,,,,,,,,,,,
160,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,MI_example,2,systemd,10.014785051345825,Unknown failed,,,,,,,,,,,,,
161,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,MI_example,4,systemd,18234.298007965088,Success,8504683376761.0,154385.0,14388036.0,324924.0,18220.11,466774409.0,1000000000000.0,2812919031.0,5920150113.0,8.504683,8504683376761.0,,
162,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,ep.A.x,64,103962.28782200813,Unknown failed,,,,,,,,,,,,,
163,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,MESI_Two_Level,8,systemd,13213.636171579361,Success,3906419489182.0,193603.0,13375064.0,425778.0,13159.95,296841608.0,1000000000000.0,2547805611.0,5603211848.0,3.906419,3906419489182.0,,
164,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,classic,4,init,10.035996198654175,Success,3378408267943.0,573066860.0,3469468.0,573017281.0,2.34,1445795805467.0,1000000000000.0,1338954739.0,1338954739.0,3.378408,3378408267943.0,,
